order_id,product_name,quantity,price_pln,channel,order_date,status,manager,city,country,delivery_service,delivery_date
SC2-00344,Gym Bag Medium,3,178.5,Website,2024-05-11 17:00:00,New,Manager_A,Katowice,Poland,DPD Poland,
SC2-00345,Pre-Workout Energy Powder 300g,2,133.0,Website,2024-05-13 01:00:00,Completed,Manager_C,Szczecin,Poland,DPD Poland,2024-05-17
SC2-00346,Shaker Bottle 700ml,1,20.0,Website,2024-05-15 06:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2024-05-19
SC2-00347,Pre-Workout Energy Powder 300g,1,82.5,Website,2024-05-16 06:00:00,Completed,Manager_A,Wroclaw,Poland,DPD Poland,2024-05-18
SC2-00348,Omega-3 Fish Oil 90 capsules,1,33.0,Website,2024-05-16 09:00:00,Completed,Manager_A,Szczecin,Poland,InPost Paczkomat,2024-05-18
SC2-00349,Vitamin D3+K2 60 caps,1,20.5,Instagram,2024-05-23 01:00:00,Completed,Manager_B,Warsaw,Poland,InPost Paczkomat,2024-05-27
SC2-00350,Gym Bag Medium,1,69.5,Website,2024-05-25 07:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-05-26
SC2-00351,Whey Protein Concentrate 1kg Vanilla,2,242.0,Website,2024-05-26 19:00:00,Completed,Manager_A,Katowice,Poland,InPost Paczkomat,2024-06-01
SC2-00352,Shaker Bottle 700ml,1,21.0,Website,2024-05-31 02:00:00,Completed,Manager_A,Krakow,Poland,DPD Poland,2024-06-05
SC2-00353,Shaker Bottle 700ml,1,15.0,Instagram,2024-06-02 04:00:00,Completed,Manager_C,Warsaw,Poland,InPost Paczkomat,2024-06-03
SC2-00354,Whey Protein Concentrate 1kg Chocolate,1,102.0,Instagram,2024-06-02 14:00:00,Cancelled,Manager_A,Poznan,Poland,InPost Paczkomat,
SC2-00355,Magnesium Complex 60 caps,1,33.0,Facebook Shop,2024-06-04 22:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2024-06-06
SC2-00356,Gym Bag Medium,1,63.0,Instagram,2024-06-05 07:00:00,Completed,Manager_C,Warsaw,Poland,DPD Poland,2024-06-06
SC2-00357,Vitamin D3+K2 60 caps,2,63.0,Website,2024-06-09 14:00:00,Completed,Manager_A,Warsaw,Poland,DPD Poland,2024-06-13
SC2-00358,Pre-Workout Energy Powder 300g,1,87.5,Website,2024-06-10 23:00:00,Completed,Manager_B,Warsaw,Poland,Poczta Polska,2024-06-15
SC2-00359,Shaker Bottle 700ml,3,58.5,Instagram,2024-06-12 12:00:00,Awaiting Payment,Manager_C,Lublin,Poland,Poczta Polska,
SC2-00360,Collagen Peptides 300g,1,62.0,Website,2024-06-15 03:00:00,Completed,Manager_B,Lublin,Poland,DPD Poland,2024-06-19
SC2-00361,Omega-3 Fish Oil 90 capsules,1,44.0,Website,2024-06-16 07:00:00,Completed,Manager_B,Bydgoszcz,Poland,Poczta Polska,2024-06-17
SC2-00362,Creatine Monohydrate 500g,3,160.5,Website,2024-06-16 08:00:00,New,Manager_A,Wroclaw,Poland,DPD Poland,
SC2-00363,Collagen Peptides 300g,1,56.5,Website,2024-06-20 16:00:00,Completed,Manager_B,Wroclaw,Poland,DPD Poland,2024-06-22
SC2-00364,Gym Bag Medium,3,196.5,Website,2024-06-21 23:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2024-06-22
SC2-00365,Omega-3 Fish Oil 90 capsules,1,35.0,Website,2024-06-23 00:00:00,New,Manager_A,Poznan,Poland,InPost Paczkomat,
SC2-00366,Collagen Peptides 300g,3,169.5,Website,2024-06-23 09:00:00,Completed,Manager_C,Katowice,Poland,InPost Paczkomat,2024-06-29
SC2-00367,Shaker Bottle 700ml,3,61.5,Facebook Shop,2024-06-25 03:00:00,Completed,Manager_A,Bydgoszcz,Poland,InPost Paczkomat,2024-07-01
SC2-00368,Collagen Peptides 300g,1,63.0,Instagram,2024-06-27 07:00:00,Completed,Manager_C,Bydgoszcz,Poland,DPD Poland,2024-07-02
SC2-00369,Shaker Bottle 700ml,1,17.0,Website,2024-06-27 15:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2024-06-30
SC2-00370,Magnesium Complex 60 caps,3,96.0,Website,2024-07-01 18:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-07-02
SC2-00371,Vitamin D3+K2 60 caps,1,32.0,Instagram,2024-07-02 06:00:00,Completed,Manager_B,Poznan,Poland,Poczta Polska,2024-07-08
SC2-00372,BCAA 2:1:1 Powder 400g,1,72.0,Website,2024-07-02 17:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2024-07-05
SC2-00373,Collagen Peptides 300g,1,77.0,Website,2024-07-03 16:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-07-04
SC2-00374,Whey Protein Concentrate 1kg Vanilla,1,110.5,Website,2024-07-04 03:00:00,New,Manager_C,Szczecin,Poland,InPost Paczkomat,
SC2-00375,Shaker Bottle 700ml,3,46.5,Website,2024-07-08 06:00:00,Completed,Manager_A,Krakow,Poland,Poczta Polska,2024-07-14
SC2-00376,Shaker Bottle 700ml,1,22.0,Instagram,2024-07-11 12:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-07-15
SC2-00377,BCAA 2:1:1 Powder 400g,1,70.0,Website,2024-07-14 04:00:00,New,Manager_C,Lodz,Poland,InPost Paczkomat,
SC2-00378,Resistance Band Set 5pcs,1,41.0,Instagram,2024-07-14 10:00:00,Completed,Manager_B,Gdansk,Poland,InPost Paczkomat,2024-07-18
SC2-00379,Shaker Bottle 700ml,1,18.5,Website,2024-07-16 00:00:00,Cancelled,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,
SC2-00380,Collagen Peptides 300g,1,68.5,Website,2024-07-17 22:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-07-23
SC2-00381,Creatine Monohydrate 500g,1,57.0,Website,2024-07-20 04:00:00,Completed,Manager_B,Gdansk,Poland,Poczta Polska,2024-07-23
SC2-00382,Shaker Bottle 700ml,1,22.0,Website,2024-07-21 04:00:00,New,Manager_B,Poznan,Poland,InPost Paczkomat,
SC2-00383,Resistance Band Set 5pcs,2,107.0,Facebook Shop,2024-07-23 06:00:00,Completed,Manager_B,Poznan,Poland,Poczta Polska,2024-07-29
SC2-00384,Vitamin D3+K2 60 caps,1,31.0,Website,2024-07-23 18:00:00,Completed,Manager_B,Poznan,Poland,Poczta Polska,2024-07-24
SC2-00385,BCAA 2:1:1 Powder 400g,1,69.5,Instagram,2024-07-24 12:00:00,Completed,Manager_B,Lodz,Poland,DPD Poland,2024-07-25
SC2-00386,BCAA 2:1:1 Powder 400g,3,174.0,Website,2024-07-26 04:00:00,Completed,Manager_A,Lodz,Poland,DPD Poland,2024-07-29
SC2-00387,Resistance Band Set 5pcs,1,52.0,Instagram,2024-07-26 13:00:00,Completed,Manager_C,Poznan,Poland,DPD Poland,2024-07-31
SC2-00388,Resistance Band Set 5pcs,1,41.5,Facebook Shop,2024-07-30 17:00:00,Completed,Manager_C,Gdansk,Poland,Poczta Polska,2024-08-05
SC2-00389,Vitamin D3+K2 60 caps,1,26.5,Facebook Shop,2024-07-31 03:00:00,New,Manager_C,Szczecin,Poland,DPD Poland,
SC2-00390,Shaker Bottle 700ml,1,16.0,Instagram,2024-08-01 19:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-08-06
SC2-00391,Omega-3 Fish Oil 90 capsules,3,114.0,Instagram,2024-08-02 02:00:00,Completed,Manager_A,Gdansk,Poland,DPD Poland,2024-08-06
SC2-00392,Creatine Monohydrate 500g,1,54.0,Website,2024-08-03 05:00:00,Completed,Manager_C,Warsaw,Poland,DPD Poland,2024-08-04
SC2-00393,Resistance Band Set 5pcs,1,39.0,Instagram,2024-08-03 09:00:00,Completed,Manager_C,Gdansk,Poland,DPD Poland,2024-08-08
SC2-00394,Gym Bag Medium,1,51.5,Instagram,2024-08-04 15:00:00,New,Manager_B,Szczecin,Poland,InPost Paczkomat,
SC2-00395,Creatine Monohydrate 500g,3,159.0,Website,2024-08-05 04:00:00,Completed,Manager_B,Katowice,Poland,InPost Paczkomat,2024-08-09
SC2-00396,BCAA 2:1:1 Powder 400g,1,68.5,Instagram,2024-08-07 01:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-08-11
SC2-00397,Whey Protein Concentrate 1kg Vanilla,1,101.5,Instagram,2024-08-07 23:00:00,Completed,Manager_A,Szczecin,Poland,InPost Paczkomat,2024-08-09
SC2-00398,Shaker Bottle 700ml,1,18.0,Instagram,2024-08-08 11:00:00,Completed,Manager_A,Katowice,Poland,DPD Poland,2024-08-13
SC2-00399,BCAA 2:1:1 Powder 400g,3,220.5,Website,2024-08-12 02:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-08-13
SC2-00400,BCAA 2:1:1 Powder 400g,1,64.5,Website,2024-08-12 11:00:00,Completed,Manager_A,Lodz,Poland,Poczta Polska,2024-08-15
SC2-00401,Magnesium Complex 60 caps,1,35.5,Instagram,2024-08-13 12:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-08-19
SC2-00402,Whey Protein Concentrate 1kg Chocolate,1,123.5,Facebook Shop,2024-08-14 18:00:00,Completed,Manager_C,Lublin,Poland,InPost Paczkomat,2024-08-19
SC2-00403,Pre-Workout Energy Powder 300g,3,187.5,Facebook Shop,2024-08-16 06:00:00,Completed,Manager_B,Katowice,Poland,DPD Poland,2024-08-18
SC2-00404,Magnesium Complex 60 caps,1,35.0,Website,2024-08-17 01:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2024-08-23
SC2-00405,Pre-Workout Energy Powder 300g,3,226.5,Website,2024-08-17 20:00:00,New,Manager_A,Lodz,Poland,InPost Paczkomat,
SC2-00406,BCAA 2:1:1 Powder 400g,3,208.5,Facebook Shop,2024-08-18 18:00:00,Completed,Manager_A,Lodz,Poland,DPD Poland,2024-08-19
SC2-00407,Omega-3 Fish Oil 90 capsules,3,115.5,Instagram,2024-08-18 21:00:00,New,Manager_A,Gdansk,Poland,InPost Paczkomat,
SC2-00408,Collagen Peptides 300g,1,59.5,Website,2024-08-19 17:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2024-08-24
SC2-00409,Magnesium Complex 60 caps,2,72.0,Instagram,2024-08-19 23:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-08-24
SC2-00410,Gym Bag Medium,1,67.5,Website,2024-08-20 21:00:00,Completed,Manager_A,Warsaw,Poland,DPD Poland,2024-08-25
SC2-00411,Omega-3 Fish Oil 90 capsules,1,32.5,Instagram,2024-08-23 00:00:00,Completed,Manager_B,Bydgoszcz,Poland,Poczta Polska,2024-08-28
SC2-00412,Whey Protein Concentrate 1kg Vanilla,1,118.5,Facebook Shop,2024-08-23 07:00:00,Completed,Manager_C,Katowice,Poland,DPD Poland,2024-08-29
SC2-00413,Resistance Band Set 5pcs,3,157.5,Facebook Shop,2024-08-25 22:00:00,New,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,
SC2-00414,Vitamin D3+K2 60 caps,3,66.0,Website,2024-08-26 03:00:00,Completed,Manager_B,Warsaw,Poland,InPost Paczkomat,2024-08-29
SC2-00415,Vitamin D3+K2 60 caps,1,31.5,Facebook Shop,2024-08-28 13:00:00,Completed,Manager_C,Warsaw,Poland,InPost Paczkomat,2024-09-01
SC2-00416,Whey Protein Concentrate 1kg Vanilla,2,216.0,Website,2024-08-29 00:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2024-09-04
SC2-00417,Shaker Bottle 700ml,2,41.0,Instagram,2024-08-30 14:00:00,New,Manager_A,Bydgoszcz,Poland,InPost Paczkomat,
SC2-00418,Whey Protein Concentrate 1kg Chocolate,3,276.0,Website,2024-08-30 23:00:00,Completed,Manager_A,Szczecin,Poland,InPost Paczkomat,2024-09-03
SC2-00419,Collagen Peptides 300g,1,65.0,Website,2024-08-31 08:00:00,Cancelled,Manager_A,Szczecin,Poland,InPost Paczkomat,
SC2-00420,Resistance Band Set 5pcs,1,43.5,Website,2024-08-31 18:00:00,Completed,Manager_B,Szczecin,Poland,InPost Paczkomat,2024-09-02
SC2-00421,Whey Protein Concentrate 1kg Vanilla,1,92.0,Website,2024-09-01 16:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-09-02
SC2-00422,Gym Bag Medium,3,181.5,Website,2024-09-02 14:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2024-09-07
SC2-00423,Gym Bag Medium,3,198.0,Website,2024-09-03 04:00:00,Completed,Manager_C,Szczecin,Poland,InPost Paczkomat,2024-09-05
SC2-00424,Creatine Monohydrate 500g,2,98.0,Website,2024-09-03 21:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-09-04
SC2-00425,Vitamin D3+K2 60 caps,1,29.0,Instagram,2024-09-04 05:00:00,Completed,Manager_B,Wroclaw,Poland,InPost Paczkomat,2024-09-09
SC2-00426,Shaker Bottle 700ml,1,20.0,Website,2024-09-04 13:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-09-06
SC2-00427,Resistance Band Set 5pcs,1,49.5,Website,2024-09-04 16:00:00,Completed,Manager_B,Bydgoszcz,Poland,DPD Poland,2024-09-07
SC2-00428,Collagen Peptides 300g,1,66.0,Instagram,2024-09-05 04:00:00,Completed,Manager_A,Lublin,Poland,Poczta Polska,2024-09-08
SC2-00429,BCAA 2:1:1 Powder 400g,1,68.0,Facebook Shop,2024-09-05 05:00:00,Completed,Manager_A,Gdansk,Poland,InPost Paczkomat,2024-09-06
SC2-00430,Collagen Peptides 300g,1,64.5,Instagram,2024-09-05 20:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-09-07
SC2-00431,Gym Bag Medium,3,198.0,Instagram,2024-09-06 04:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-09-08
SC2-00432,Collagen Peptides 300g,3,193.5,Instagram,2024-09-06 20:00:00,Completed,Manager_B,Katowice,Poland,Poczta Polska,2024-09-08
SC2-00433,BCAA 2:1:1 Powder 400g,1,71.0,Facebook Shop,2024-09-07 04:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2024-09-08
SC2-00434,Resistance Band Set 5pcs,2,85.0,Website,2024-09-07 09:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-09-13
SC2-00435,Omega-3 Fish Oil 90 capsules,2,61.0,Facebook Shop,2024-09-08 08:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-09-12
SC2-00436,Collagen Peptides 300g,2,114.0,Instagram,2024-09-08 11:00:00,Completed,Manager_B,Warsaw,Poland,Poczta Polska,2024-09-10
SC2-00437,Omega-3 Fish Oil 90 capsules,1,44.0,Website,2024-09-08 18:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-09-11
SC2-00438,Whey Protein Concentrate 1kg Vanilla,2,201.0,Website,2024-09-09 06:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2024-09-13
SC2-00439,Creatine Monohydrate 500g,3,144.0,Instagram,2024-09-10 07:00:00,Completed,Manager_B,Wroclaw,Poland,InPost Paczkomat,2024-09-15
SC2-00440,Collagen Peptides 300g,1,59.5,Website,2024-09-10 19:00:00,Completed,Manager_C,Lodz,Poland,DPD Poland,2024-09-15
SC2-00441,Creatine Monohydrate 500g,1,57.0,Website,2024-09-11 01:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-09-15
SC2-00442,Vitamin D3+K2 60 caps,1,31.5,Website,2024-09-11 08:00:00,Completed,Manager_C,Gdansk,Poland,Poczta Polska,2024-09-15
SC2-00443,Gym Bag Medium,1,62.0,Instagram,2024-09-12 19:00:00,Completed,Manager_B,Katowice,Poland,DPD Poland,2024-09-17
SC2-00444,Shaker Bottle 700ml,1,18.5,Website,2024-09-13 05:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-09-16
SC2-00445,Pre-Workout Energy Powder 300g,1,88.5,Instagram,2024-09-14 00:00:00,Completed,Manager_C,Wroclaw,Poland,DPD Poland,2024-09-17
SC2-00446,Resistance Band Set 5pcs,3,139.5,Website,2024-09-18 02:00:00,Completed,Manager_C,Szczecin,Poland,InPost Paczkomat,2024-09-20
SC2-00447,Magnesium Complex 60 caps,1,36.5,Website,2024-09-18 15:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2024-09-24
SC2-00448,Whey Protein Concentrate 1kg Vanilla,1,92.5,Website,2024-09-18 17:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-09-22
SC2-00449,BCAA 2:1:1 Powder 400g,1,53.5,Website,2024-09-20 15:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-09-24
SC2-00450,Whey Protein Concentrate 1kg Vanilla,2,179.0,Facebook Shop,2024-09-20 21:00:00,Completed,Manager_B,Wroclaw,Poland,InPost Paczkomat,2024-09-25
SC2-00451,Pre-Workout Energy Powder 300g,3,229.5,Website,2024-09-21 02:00:00,New,Manager_A,Gdansk,Poland,Poczta Polska,
SC2-00452,Creatine Monohydrate 500g,1,65.5,Website,2024-09-21 06:00:00,Completed,Manager_A,Wroclaw,Poland,DPD Poland,2024-09-27
SC2-00453,Shaker Bottle 700ml,1,21.0,Website,2024-09-21 10:00:00,Completed,Manager_B,Katowice,Poland,DPD Poland,2024-09-22
SC2-00454,Gym Bag Medium,3,208.5,Website,2024-09-22 02:00:00,Completed,Manager_B,Gdansk,Poland,Poczta Polska,2024-09-28
SC2-00455,Collagen Peptides 300g,1,68.5,Website,2024-09-22 09:00:00,Completed,Manager_A,Katowice,Poland,InPost Paczkomat,2024-09-27
SC2-00456,BCAA 2:1:1 Powder 400g,1,57.0,Facebook Shop,2024-09-24 17:00:00,Completed,Manager_C,Katowice,Poland,InPost Paczkomat,2024-09-28
SC2-00457,Collagen Peptides 300g,2,118.0,Website,2024-09-25 19:00:00,Completed,Manager_B,Krakow,Poland,InPost Paczkomat,2024-10-01
SC2-00458,BCAA 2:1:1 Powder 400g,1,58.5,Website,2024-09-27 11:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-10-01
SC2-00459,Collagen Peptides 300g,1,71.0,Website,2024-09-27 22:00:00,Completed,Manager_C,Gdansk,Poland,DPD Poland,2024-10-03
SC2-00460,BCAA 2:1:1 Powder 400g,1,54.0,Instagram,2024-09-28 23:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2024-10-02
SC2-00461,Gym Bag Medium,1,61.0,Instagram,2024-09-29 18:00:00,New,Manager_A,Katowice,Poland,DPD Poland,
SC2-00462,Whey Protein Concentrate 1kg Vanilla,1,128.0,Facebook Shop,2024-09-30 15:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2024-10-03
SC2-00463,Whey Protein Concentrate 1kg Chocolate,1,97.5,Website,2024-09-30 16:00:00,New,Manager_A,Gdansk,Poland,DPD Poland,
SC2-00464,Creatine Monohydrate 500g,1,47.0,Instagram,2024-09-30 19:00:00,Completed,Manager_B,Poznan,Poland,Poczta Polska,2024-10-06
SC2-00465,Gym Bag Medium,1,63.0,Website,2024-10-01 11:00:00,Completed,Manager_A,Lodz,Poland,Poczta Polska,2024-10-05
SC2-00466,Resistance Band Set 5pcs,1,44.0,Website,2024-10-01 12:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-10-02
SC2-00467,Omega-3 Fish Oil 90 capsules,1,43.5,Instagram,2024-10-01 17:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-10-05
SC2-00468,Resistance Band Set 5pcs,1,48.5,Website,2024-10-01 21:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2024-10-07
SC2-00469,Collagen Peptides 300g,2,110.0,Instagram,2024-10-03 19:00:00,Completed,Manager_A,Wroclaw,Poland,Poczta Polska,2024-10-05
SC2-00470,Creatine Monohydrate 500g,1,47.5,Website,2024-10-04 09:00:00,Awaiting Payment,Manager_A,Lodz,Poland,InPost Paczkomat,
SC2-00471,Pre-Workout Energy Powder 300g,1,62.0,Instagram,2024-10-04 13:00:00,Completed,Manager_B,Krakow,Poland,DPD Poland,2024-10-06
SC2-00472,Shaker Bottle 700ml,1,17.5,Instagram,2024-10-04 22:00:00,Completed,Manager_B,Wroclaw,Poland,InPost Paczkomat,2024-10-07
SC2-00473,BCAA 2:1:1 Powder 400g,1,70.0,Instagram,2024-10-05 15:00:00,Completed,Manager_C,Lublin,Poland,Poczta Polska,2024-10-11
SC2-00474,Collagen Peptides 300g,2,150.0,Instagram,2024-10-07 23:00:00,New,Manager_C,Szczecin,Poland,DPD Poland,
SC2-00475,Creatine Monohydrate 500g,1,60.5,Website,2024-10-08 10:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-10-12
SC2-00476,Shaker Bottle 700ml,1,21.0,Instagram,2024-10-09 02:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-10-10
SC2-00477,Pre-Workout Energy Powder 300g,2,145.0,Website,2024-10-09 17:00:00,Completed,Manager_B,Katowice,Poland,InPost Paczkomat,2024-10-13
SC2-00478,Whey Protein Concentrate 1kg Chocolate,1,126.5,Website,2024-10-10 02:00:00,Completed,Manager_C,Szczecin,Poland,InPost Paczkomat,2024-10-16
SC2-00479,Vitamin D3+K2 60 caps,1,25.0,Instagram,2024-10-11 18:00:00,New,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,
SC2-00480,Omega-3 Fish Oil 90 capsules,1,29.5,Instagram,2024-10-12 01:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-10-17
SC2-00481,Gym Bag Medium,1,50.5,Website,2024-10-13 04:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-10-16
SC2-00482,Gym Bag Medium,1,72.0,Instagram,2024-10-13 13:00:00,Completed,Manager_C,Lublin,Poland,InPost Paczkomat,2024-10-14
SC2-00483,Gym Bag Medium,1,65.0,Website,2024-10-13 23:00:00,Completed,Manager_B,Krakow,Poland,DPD Poland,2024-10-14
SC2-00484,Pre-Workout Energy Powder 300g,1,88.5,Website,2024-10-14 22:00:00,Completed,Manager_B,Lublin,Poland,InPost Paczkomat,2024-10-17
SC2-00485,Creatine Monohydrate 500g,1,47.0,Website,2024-10-15 10:00:00,Completed,Manager_C,Szczecin,Poland,InPost Paczkomat,2024-10-16
SC2-00486,Whey Protein Concentrate 1kg Chocolate,1,120.5,Website,2024-10-15 20:00:00,Completed,Manager_B,Bydgoszcz,Poland,DPD Poland,2024-10-18
SC2-00487,Vitamin D3+K2 60 caps,1,27.0,Instagram,2024-10-16 05:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2024-10-22
SC2-00488,BCAA 2:1:1 Powder 400g,1,51.0,Website,2024-10-16 21:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-10-17
SC2-00489,Omega-3 Fish Oil 90 capsules,1,32.0,Instagram,2024-10-17 21:00:00,Completed,Manager_C,Poznan,Poland,Poczta Polska,2024-10-23
SC2-00490,Vitamin D3+K2 60 caps,1,24.5,Website,2024-10-18 12:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2024-10-22
SC2-00491,Whey Protein Concentrate 1kg Vanilla,1,104.0,Website,2024-10-19 05:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-10-24
SC2-00492,Shaker Bottle 700ml,1,17.0,Facebook Shop,2024-10-19 09:00:00,Completed,Manager_A,Poznan,Poland,Poczta Polska,2024-10-23
SC2-00493,Creatine Monohydrate 500g,1,58.5,Facebook Shop,2024-10-22 16:00:00,Completed,Manager_C,Szczecin,Poland,InPost Paczkomat,2024-10-24
SC2-00494,Gym Bag Medium,1,56.5,Instagram,2024-10-23 13:00:00,Completed,Manager_B,Poznan,Poland,DPD Poland,2024-10-25
SC2-00495,Collagen Peptides 300g,2,131.0,Website,2024-10-24 03:00:00,Completed,Manager_A,Gdansk,Poland,DPD Poland,2024-10-26
SC2-00496,BCAA 2:1:1 Powder 400g,3,178.5,Website,2024-10-24 22:00:00,Completed,Manager_B,Lublin,Poland,DPD Poland,2024-10-29
SC2-00497,Pre-Workout Energy Powder 300g,1,80.0,Website,2024-10-25 05:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2024-10-27
SC2-00498,BCAA 2:1:1 Powder 400g,2,102.0,Instagram,2024-10-27 08:00:00,Completed,Manager_C,Poznan,Poland,DPD Poland,2024-10-31
SC2-00499,Collagen Peptides 300g,1,73.0,Website,2024-10-27 10:00:00,Completed,Manager_C,Warsaw,Poland,InPost Paczkomat,2024-11-02
SC2-00500,Whey Protein Concentrate 1kg Chocolate,1,120.5,Facebook Shop,2024-10-28 08:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-11-01
SC2-00501,Vitamin D3+K2 60 caps,3,78.0,Website,2024-10-30 12:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2024-11-04
SC2-00502,Collagen Peptides 300g,1,72.0,Website,2024-11-01 20:00:00,Completed,Manager_A,Lublin,Poland,DPD Poland,2024-11-06
SC2-00503,Resistance Band Set 5pcs,1,45.5,Website,2024-11-03 18:00:00,Completed,Manager_C,Lublin,Poland,DPD Poland,2024-11-07
SC2-00504,Gym Bag Medium,1,68.5,Website,2024-11-04 08:00:00,Completed,Manager_C,Gdansk,Poland,InPost Paczkomat,2024-11-08
SC2-00505,Whey Protein Concentrate 1kg Vanilla,1,92.5,Website,2024-11-05 05:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-11-07
SC2-00506,Resistance Band Set 5pcs,1,51.0,Website,2024-11-05 20:00:00,Completed,Manager_C,Krakow,Poland,DPD Poland,2024-11-10
SC2-00507,Shaker Bottle 700ml,1,17.5,Website,2024-11-06 06:00:00,Completed,Manager_A,Lublin,Poland,DPD Poland,2024-11-09
SC2-00508,Whey Protein Concentrate 1kg Vanilla,2,208.0,Instagram,2024-11-06 13:00:00,Completed,Manager_B,Szczecin,Poland,DPD Poland,2024-11-11
SC2-00509,Whey Protein Concentrate 1kg Vanilla,1,109.0,Website,2024-11-08 15:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-11-13
SC2-00510,Whey Protein Concentrate 1kg Chocolate,1,124.5,Instagram,2024-11-11 04:00:00,Completed,Manager_C,Gdansk,Poland,InPost Paczkomat,2024-11-15
SC2-00511,Whey Protein Concentrate 1kg Chocolate,2,216.0,Website,2024-11-13 15:00:00,Cancelled,Manager_B,Wroclaw,Poland,InPost Paczkomat,
SC2-00512,Vitamin D3+K2 60 caps,1,31.0,Website,2024-11-14 09:00:00,Completed,Manager_C,Wroclaw,Poland,DPD Poland,2024-11-19
SC2-00513,Vitamin D3+K2 60 caps,1,24.0,Instagram,2024-11-16 01:00:00,Completed,Manager_B,Lodz,Poland,DPD Poland,2024-11-22
SC2-00514,Omega-3 Fish Oil 90 capsules,1,43.5,Instagram,2024-11-16 08:00:00,Completed,Manager_A,Warsaw,Poland,Poczta Polska,2024-11-22
SC2-00515,Omega-3 Fish Oil 90 capsules,1,30.5,Instagram,2024-11-17 15:00:00,Completed,Manager_A,Warsaw,Poland,Poczta Polska,2024-11-19
SC2-00516,Resistance Band Set 5pcs,2,116.0,Website,2024-11-17 20:00:00,Completed,Manager_B,Warsaw,Poland,DPD Poland,2024-11-18
